Flight_ID,Carrier_Code,Carrier_Name,Origin_City,Origin_IATA,Destination_City,Destination_IATA,Great_Circle_km,Departure_UTC,Arrival_UTC,Block_Hours,Cutoff_UTC,ULD_Capacity_kg,ULD_Volume_m3,Booked_kg,Cost_per_kg,CO2_per_ton_km,Volumetric_Divisor,Accepts_Hazmat,Flight_Status
AF0122,AI,Air India Cargo,Pune,PNQ,Visakhapatnam,VTZ,993.7,2026-09-21T08:00,2026-09-21T10:21,2.35,2026-09-21T04:00,1588,9.51,421,92.6,0.57175,6000,NO,SCHEDULED
AF0123,6E,IndiGo CarGo,Visakhapatnam,VTZ,Pune,PNQ,993.7,2026-09-24T22:00,2026-09-25T00:21,2.35,2026-09-24T18:00,4626,27.7,2935,95.23,0.57507,6000,YES,SCHEDULED
AF0124,AI,Air India Cargo,Pune,PNQ,Delhi,DEL,1179.5,2026-09-19T20:00,2026-09-19T22:39,2.65,2026-09-19T16:00,4626,27.7,2380,60.27,0.61892,6000,NO,SCHEDULED
AF0125,AI,Air India Cargo,Pune,PNQ,Delhi,DEL,1179.5,2026-09-24T11:00,2026-09-24T13:39,2.65,2026-09-24T07:00,3175,19.01,2091,94.14,0.61973,6000,YES,SCHEDULED
AF0126,QP,Akasa Freight,Delhi,DEL,Pune,PNQ,1179.5,2026-09-22T16:00,2026-09-22T18:39,2.65,2026-09-22T12:00,6804,40.74,3987,77.06,0.63211,6000,NO,SCHEDULED
AF0127,6E,IndiGo CarGo,Delhi,DEL,Pune,PNQ,1179.5,2026-09-23T06:00,2026-09-23T08:39,2.65,2026-09-23T02:00,3175,19.01,862,79.11,0.65134,6000,NO,SCHEDULED
AF0128,BDQ,BlueDart Aviation,Pune,PNQ,Kolkata,CCU,1575.4,2026-09-19T03:00,2026-09-19T06:17,3.29,2026-09-18T23:00,4626,27.7,1331,72.21,0.62135,6000,NO,SCHEDULED
AF0129,AI,Air India Cargo,Pune,PNQ,Kolkata,CCU,1575.4,2026-09-20T08:00,2026-09-20T11:17,3.29,2026-09-20T04:00,4626,27.7,2888,50.04,0.64984,6000,YES,SCHEDULED
AF0130,BDQ,BlueDart Aviation,Pune,PNQ,Kolkata,CCU,1575.4,2026-09-22T18:00,2026-09-22T21:17,3.29,2026-09-22T14:00,3175,19.01,1436,42.98,0.54758,6000,NO,SCHEDULED
AF0131,BDQ,BlueDart Aviation,Kolkata,CCU,Pune,PNQ,1575.4,2026-09-23T05:00,2026-09-23T08:17,3.29,2026-09-23T01:00,1588,9.51,565,54.45,0.61127,6000,NO,SCHEDULED
AF0132,QP,Akasa Freight,Pune,PNQ,Tiruchirappalli,TRZ,1005.1,2026-09-23T01:00,2026-09-23T03:22,2.37,2026-09-22T21:00,6804,40.74,5452,46.91,0.6176,6000,NO,SCHEDULED
AF0133,AI,Air India Cargo,Pune,PNQ,Tiruchirappalli,TRZ,1005.1,2026-09-24T18:00,2026-09-24T20:22,2.37,2026-09-24T14:00,4626,27.7,2136,47.11,0.59918,6000,NO,SCHEDULED
AF0134,QP,Akasa Freight,Pune,PNQ,Tiruchirappalli,TRZ,1005.1,2026-09-24T04:00,2026-09-24T06:22,2.37,2026-09-24T00:00,6804,40.74,5858,43.84,0.6322,6000,NO,SCHEDULED
AF0135,QP,Akasa Freight,Tiruchirappalli,TRZ,Pune,PNQ,1005.1,2026-09-20T08:00,2026-09-20T10:22,2.37,2026-09-20T04:00,6804,40.74,4160,48.63,0.58605,6000,NO,SCHEDULED
AF0136,AI,Air India Cargo,Tiruchirappalli,TRZ,Pune,PNQ,1005.1,2026-09-19T03:00,2026-09-19T05:22,2.37,2026-09-18T23:00,3175,19.01,1805,85.53,0.6186,6000,YES,SCHEDULED
AF0137,BDQ,BlueDart Aviation,Tiruchirappalli,TRZ,Pune,PNQ,1005.1,2026-09-19T16:00,2026-09-19T18:22,2.37,2026-09-19T12:00,4626,27.7,2944,54.14,0.66347,6000,NO,SCHEDULED
AF0138,6E,IndiGo CarGo,Mumbai,BOM,Kochi,COK,1080.2,2026-09-18T17:00,2026-09-18T19:29,2.49,2026-09-18T13:00,1588,9.51,457,69.84,0.60879,6000,NO,SCHEDULED
AF0139,QP,Akasa Freight,Mumbai,BOM,Kochi,COK,1080.2,2026-09-23T21:00,2026-09-23T23:29,2.49,2026-09-23T17:00,6804,40.74,3027,69.84,0.61039,6000,NO,SCHEDULED
AF0140,BDQ,BlueDart Aviation,Mumbai,BOM,Kochi,COK,1080.2,2026-09-22T03:00,2026-09-22T05:29,2.49,2026-09-21T23:00,1588,9.51,1376,43.69,0.63465,6000,NO,SCHEDULED
AF0141,6E,IndiGo CarGo,Kochi,COK,Mumbai,BOM,1080.2,2026-09-19T17:00,2026-09-19T19:29,2.49,2026-09-19T13:00,1588,9.51,1171,72.22,0.65353,6000,NO,SCHEDULED
AF0142,6E,IndiGo CarGo,Kochi,COK,Mumbai,BOM,1080.2,2026-09-23T17:00,2026-09-23T19:29,2.49,2026-09-23T13:00,3175,19.01,2572,82.2,0.65214,6000,NO,SCHEDULED
AF0143,BDQ,BlueDart Aviation,Mumbai,BOM,Madurai,IXM,1163.2,2026-09-22T17:00,2026-09-22T19:37,2.63,2026-09-22T13:00,6804,40.74,2093,56.92,0.5932,6000,YES,SCHEDULED
AF0144,AI,Air India Cargo,Madurai,IXM,Mumbai,BOM,1163.2,2026-09-18T13:00,2026-09-18T15:37,2.63,2026-09-18T09:00,1588,9.51,538,53.48,0.66368,6000,NO,SCHEDULED
AF0145,AI,Air India Cargo,Madurai,IXM,Mumbai,BOM,1163.2,2026-09-22T09:00,2026-09-22T11:37,2.63,2026-09-22T05:00,3175,19.01,922,52.73,0.55572,6000,YES,SCHEDULED
AF0146,6E,IndiGo CarGo,Mumbai,BOM,Visakhapatnam,VTZ,1101.9,2026-09-22T16:00,2026-09-22T18:31,2.53,2026-09-22T12:00,4626,27.7,1171,48.69,0.6004,6000,NO,SCHEDULED
AF0147,6E,IndiGo CarGo,Mumbai,BOM,Visakhapatnam,VTZ,1101.9,2026-09-24T15:00,2026-09-24T17:31,2.53,2026-09-24T11:00,6804,40.74,3618,81.47,0.56286,6000,NO,SCHEDULED
AF0148,AI,Air India Cargo,Mumbai,BOM,Visakhapatnam,VTZ,1101.9,2026-09-22T15:00,2026-09-22T17:31,2.53,2026-09-22T11:00,6804,40.74,2766,89.42,0.65036,6000,NO,SCHEDULED
AF0149,BDQ,BlueDart Aviation,Visakhapatnam,VTZ,Mumbai,BOM,1101.9,2026-09-22T14:00,2026-09-22T16:31,2.53,2026-09-22T10:00,6804,40.74,4347,46.8,0.65168,6000,NO,SCHEDULED
AF0150,6E,IndiGo CarGo,Mumbai,BOM,Nagpur,NAG,688.0,2026-09-22T18:00,2026-09-22T19:51,1.86,2026-09-22T14:00,3175,19.01,1282,89.2,0.67842,6000,NO,SCHEDULED
AF0151,BDQ,BlueDart Aviation,Mumbai,BOM,Nagpur,NAG,688.0,2026-09-20T15:00,2026-09-20T16:51,1.86,2026-09-20T11:00,1588,9.51,1128,64.01,0.59203,6000,YES,SCHEDULED
AF0152,BDQ,BlueDart Aviation,Nagpur,NAG,Mumbai,BOM,688.0,2026-09-21T16:00,2026-09-21T17:51,1.86,2026-09-21T12:00,1588,9.51,1304,57.57,0.54543,6000,NO,SCHEDULED
AF0153,BDQ,BlueDart Aviation,Mumbai,BOM,Delhi,DEL,1153.2,2026-09-19T06:00,2026-09-19T08:36,2.61,2026-09-19T02:00,1588,9.51,510,76.24,0.58946,6000,YES,SCHEDULED
AF0154,QP,Akasa Freight,Mumbai,BOM,Delhi,DEL,1153.2,2026-09-20T21:00,2026-09-20T23:36,2.61,2026-09-20T17:00,1588,9.51,850,69.72,0.61351,6000,YES,SCHEDULED
AF0155,6E,IndiGo CarGo,Mumbai,BOM,Delhi,DEL,1153.2,2026-09-24T04:00,2026-09-24T06:36,2.61,2026-09-24T00:00,6804,40.74,5835,65.0,0.61422,6000,NO,SCHEDULED
AF0156,AI,Air India Cargo,Delhi,DEL,Mumbai,BOM,1153.2,2026-09-22T06:00,2026-09-22T08:36,2.61,2026-09-22T02:00,1588,9.51,1350,49.33,0.57721,6000,YES,SCHEDULED
AF0157,AI,Air India Cargo,Mumbai,BOM,Kolkata,CCU,1654.8,2026-09-22T02:00,2026-09-22T05:25,3.42,2026-09-21T22:00,4626,27.7,2122,75.49,0.63577,6000,YES,SCHEDULED
AF0158,AI,Air India Cargo,Kolkata,CCU,Mumbai,BOM,1654.8,2026-09-22T06:00,2026-09-22T09:25,3.42,2026-09-22T02:00,3175,19.01,2106,64.18,0.59843,6000,NO,SCHEDULED
AF0159,BDQ,BlueDart Aviation,Mumbai,BOM,Mangaluru,IXE,717.0,2026-09-22T18:00,2026-09-22T19:54,1.91,2026-09-22T14:00,3175,19.01,1339,47.41,0.61795,6000,NO,SCHEDULED
AF0160,BDQ,BlueDart Aviation,Mumbai,BOM,Mangaluru,IXE,717.0,2026-09-21T02:00,2026-09-21T03:54,1.91,2026-09-20T22:00,1588,9.51,590,69.42,0.59972,6000,NO,SCHEDULED
AF0161,QP,Akasa Freight,Mumbai,BOM,Mangaluru,IXE,717.0,2026-09-24T03:00,2026-09-24T04:54,1.91,2026-09-23T23:00,3175,19.01,2596,43.7,0.59257,6000,YES,SCHEDULED
AF0162,BDQ,BlueDart Aviation,Mangaluru,IXE,Mumbai,BOM,717.0,2026-09-21T19:00,2026-09-21T20:54,1.91,2026-09-21T15:00,4626,27.7,3420,59.84,0.60977,6000,NO,SCHEDULED
AF0163,6E,IndiGo CarGo,Mangaluru,IXE,Mumbai,BOM,717.0,2026-09-21T22:00,2026-09-21T23:54,1.91,2026-09-21T18:00,1588,9.51,1224,75.09,0.55652,6000,YES,SCHEDULED
AF0164,6E,IndiGo CarGo,Mumbai,BOM,Tiruchirappalli,TRZ,1113.5,2026-09-24T07:00,2026-09-24T09:32,2.55,2026-09-24T03:00,1588,9.51,397,72.71,0.56528,6000,NO,SCHEDULED
AF0165,6E,IndiGo CarGo,Tiruchirappalli,TRZ,Mumbai,BOM,1113.5,2026-09-21T08:00,2026-09-21T10:32,2.55,2026-09-21T04:00,1588,9.51,453,91.13,0.62467,6000,YES,SCHEDULED
AF0166,6E,IndiGo CarGo,Tiruchirappalli,TRZ,Mumbai,BOM,1113.5,2026-09-18T22:00,2026-09-19T00:32,2.55,2026-09-18T18:00,6804,40.74,4765,72.85,0.58231,6000,NO,SCHEDULED
AF0167,6E,IndiGo CarGo,Kochi,COK,Visakhapatnam,VTZ,1142.8,2026-09-19T12:00,2026-09-19T14:35,2.59,2026-09-19T08:00,1588,9.51,1001,95.22,0.58256,6000,YES,SCHEDULED
AF0168,BDQ,BlueDart Aviation,Visakhapatnam,VTZ,Kochi,COK,1142.8,2026-09-21T15:00,2026-09-21T17:35,2.59,2026-09-21T11:00,3175,19.01,2527,59.15,0.59988,6000,NO,SCHEDULED
AF0169,6E,IndiGo CarGo,Visakhapatnam,VTZ,Kochi,COK,1142.8,2026-09-22T21:00,2026-09-22T23:35,2.59,2026-09-22T17:00,6804,40.74,3807,48.08,0.60912,6000,NO,SCHEDULED
AF0170,BDQ,BlueDart Aviation,Kochi,COK,Nagpur,NAG,1283.0,2026-09-23T04:00,2026-09-23T06:49,2.82,2026-09-23T00:00,6804,40.74,2315,54.72,0.58226,6000,NO,SCHEDULED
AF0171,QP,Akasa Freight,Nagpur,NAG,Kochi,COK,1283.0,2026-09-21T16:00,2026-09-21T18:49,2.82,2026-09-21T12:00,1588,9.51,785,70.19,0.61866,6000,NO,SCHEDULED
AF0172,QP,Akasa Freight,Kochi,COK,Ahmedabad,AMD,1507.8,2026-09-24T12:00,2026-09-24T15:10,3.18,2026-09-24T08:00,6804,40.74,5656,91.17,0.61323,6000,YES,SCHEDULED
AF0173,BDQ,BlueDart Aviation,Kochi,COK,Ahmedabad,AMD,1507.8,2026-09-20T02:00,2026-09-20T05:10,3.18,2026-09-19T22:00,1588,9.51,459,44.35,0.56907,6000,NO,SCHEDULED
AF0174,QP,Akasa Freight,Ahmedabad,AMD,Kochi,COK,1507.8,2026-09-24T18:00,2026-09-24T21:10,3.18,2026-09-24T14:00,6804,40.74,2328,81.38,0.57862,6000,NO,SCHEDULED
AF0175,BDQ,BlueDart Aviation,Kochi,COK,Delhi,DEL,2089.3,2026-09-19T02:00,2026-09-19T06:07,4.12,2026-09-18T22:00,3175,19.01,1342,85.09,0.59858,6000,NO,SCHEDULED
AF0176,6E,IndiGo CarGo,Kochi,COK,Delhi,DEL,2089.3,2026-09-18T18:00,2026-09-18T22:07,4.12,2026-09-18T14:00,6804,40.74,4603,49.3,0.59798,6000,NO,SCHEDULED
AF0177,AI,Air India Cargo,Delhi,DEL,Kochi,COK,2089.3,2026-09-19T03:00,2026-09-19T07:07,4.12,2026-09-18T23:00,1588,9.51,496,47.53,0.60045,6000,YES,SCHEDULED
AF0178,6E,IndiGo CarGo,Kochi,COK,Kolkata,CCU,1906.4,2026-09-19T06:00,2026-09-19T09:49,3.82,2026-09-19T02:00,3175,19.01,1437,90.1,0.5762,6000,YES,SCHEDULED
AF0179,BDQ,BlueDart Aviation,Kochi,COK,Kolkata,CCU,1906.4,2026-09-20T03:00,2026-09-20T06:49,3.82,2026-09-19T23:00,1588,9.51,953,58.04,0.63213,6000,YES,SCHEDULED
AF0180,AI,Air India Cargo,Kolkata,CCU,Kochi,COK,1906.4,2026-09-18T22:00,2026-09-19T01:49,3.82,2026-09-18T18:00,4626,27.7,1946,66.36,0.61355,6000,YES,SCHEDULED
AF0181,6E,IndiGo CarGo,Madurai,IXM,Visakhapatnam,VTZ,1023.4,2026-09-18T18:00,2026-09-18T20:24,2.4,2026-09-18T14:00,3175,19.01,1924,40.49,0.5622,6000,NO,SCHEDULED
AF0182,AI,Air India Cargo,Madurai,IXM,Visakhapatnam,VTZ,1023.4,2026-09-18T01:00,2026-09-18T03:24,2.4,2026-09-17T21:00,3175,19.01,1471,51.23,0.57776,6000,YES,SCHEDULED
AF0183,BDQ,BlueDart Aviation,Visakhapatnam,VTZ,Madurai,IXM,1023.4,2026-09-20T04:00,2026-09-20T06:24,2.4,2026-09-20T00:00,6804,40.74,4250,75.22,0.63365,6000,YES,SCHEDULED
AF0184,BDQ,BlueDart Aviation,Visakhapatnam,VTZ,Madurai,IXM,1023.4,2026-09-21T19:00,2026-09-21T21:24,2.4,2026-09-21T15:00,1588,9.51,930,56.78,0.61505,6000,NO,SCHEDULED
AF0185,AI,Air India Cargo,Madurai,IXM,Nagpur,NAG,1252.0,2026-09-18T01:00,2026-09-18T03:46,2.77,2026-09-17T21:00,3175,19.01,982,49.06,0.60324,6000,NO,SCHEDULED
AF0186,6E,IndiGo CarGo,Madurai,IXM,Nagpur,NAG,1252.0,2026-09-20T01:00,2026-09-20T03:46,2.77,2026-09-19T21:00,1588,9.51,830,58.46,0.56364,6000,NO,SCHEDULED
AF0187,AI,Air India Cargo,Nagpur,NAG,Madurai,IXM,1252.0,2026-09-19T11:00,2026-09-19T13:46,2.77,2026-09-19T07:00,1588,9.51,1153,66.82,0.54897,6000,NO,SCHEDULED
AF0188,BDQ,BlueDart Aviation,Nagpur,NAG,Madurai,IXM,1252.0,2026-09-18T21:00,2026-09-18T23:46,2.77,2026-09-18T17:00,3175,19.01,1305,95.97,0.56417,6000,NO,SCHEDULED
AF0189,BDQ,BlueDart Aviation,Madurai,IXM,Ahmedabad,AMD,1571.3,2026-09-18T05:00,2026-09-18T08:17,3.28,2026-09-18T01:00,1588,9.51,996,42.15,0.62876,6000,YES,SCHEDULED
AF0190,QP,Akasa Freight,Ahmedabad,AMD,Madurai,IXM,1571.3,2026-09-23T14:00,2026-09-23T17:17,3.28,2026-09-23T10:00,3175,19.01,921,80.77,0.63647,6000,NO,SCHEDULED
AF0191,AI,Air India Cargo,Ahmedabad,AMD,Madurai,IXM,1571.3,2026-09-23T07:00,2026-09-23T10:17,3.28,2026-09-23T03:00,3175,19.01,1661,79.05,0.57713,6000,NO,SCHEDULED
AF0192,6E,IndiGo CarGo,Madurai,IXM,Delhi,DEL,2090.8,2026-09-23T21:00,2026-09-24T01:07,4.12,2026-09-23T17:00,3175,19.01,2491,67.38,0.56116,6000,YES,SCHEDULED
AF0193,AI,Air India Cargo,Delhi,DEL,Madurai,IXM,2090.8,2026-09-22T01:00,2026-09-22T05:07,4.12,2026-09-21T21:00,1588,9.51,763,58.38,0.59193,6000,YES,SCHEDULED
AF0194,6E,IndiGo CarGo,Delhi,DEL,Madurai,IXM,2090.8,2026-09-23T07:00,2026-09-23T11:07,4.12,2026-09-23T03:00,6804,40.74,3159,85.66,0.61401,6000,NO,SCHEDULED
AF0195,QP,Akasa Freight,Madurai,IXM,Kolkata,CCU,1779.7,2026-09-21T10:00,2026-09-21T13:37,3.62,2026-09-21T06:00,4626,27.7,3474,72.2,0.59226,6000,NO,SCHEDULED
AF0196,BDQ,BlueDart Aviation,Madurai,IXM,Kolkata,CCU,1779.7,2026-09-18T12:00,2026-09-18T15:37,3.62,2026-09-18T08:00,1588,9.51,435,57.08,0.54173,6000,NO,SCHEDULED
AF0197,QP,Akasa Freight,Kolkata,CCU,Madurai,IXM,1779.7,2026-09-24T11:00,2026-09-24T14:37,3.62,2026-09-24T07:00,4626,27.7,3100,56.45,0.58012,6000,NO,SCHEDULED
AF0198,QP,Akasa Freight,Kolkata,CCU,Madurai,IXM,1779.7,2026-09-24T14:00,2026-09-24T17:37,3.62,2026-09-24T10:00,1588,9.51,727,78.25,0.5955,6000,NO,SCHEDULED
AF0199,AI,Air India Cargo,Visakhapatnam,VTZ,Ahmedabad,AMD,1257.9,2026-09-21T01:00,2026-09-21T03:46,2.78,2026-09-20T21:00,6804,40.74,1856,87.6,0.61546,6000,NO,SCHEDULED
AF0200,AI,Air India Cargo,Ahmedabad,AMD,Visakhapatnam,VTZ,1257.9,2026-09-22T01:00,2026-09-22T03:46,2.78,2026-09-21T21:00,4626,27.7,2482,93.35,0.63211,6000,YES,SCHEDULED
AF0201,BDQ,BlueDart Aviation,Ahmedabad,AMD,Visakhapatnam,VTZ,1257.9,2026-09-21T21:00,2026-09-21T23:46,2.78,2026-09-21T17:00,4626,27.7,1747,77.74,0.58879,6000,YES,SCHEDULED
AF0202,QP,Akasa Freight,Ahmedabad,AMD,Visakhapatnam,VTZ,1257.9,2026-09-21T10:00,2026-09-21T12:46,2.78,2026-09-21T06:00,1588,9.51,535,78.52,0.62855,6000,NO,SCHEDULED
AF0203,6E,IndiGo CarGo,Visakhapatnam,VTZ,Delhi,DEL,1374.6,2026-09-23T19:00,2026-09-23T21:58,2.97,2026-09-23T15:00,6804,40.74,2021,44.39,0.59265,6000,NO,SCHEDULED
AF0204,6E,IndiGo CarGo,Delhi,DEL,Visakhapatnam,VTZ,1374.6,2026-09-21T19:00,2026-09-21T21:58,2.97,2026-09-21T15:00,3175,19.01,2608,88.92,0.58205,6000,NO,SCHEDULED
AF0205,QP,Akasa Freight,Delhi,DEL,Visakhapatnam,VTZ,1374.6,2026-09-20T06:00,2026-09-20T08:58,2.97,2026-09-20T02:00,6804,40.74,2133,76.21,0.60369,6000,NO,SCHEDULED
AF0206,QP,Akasa Freight,Delhi,DEL,Visakhapatnam,VTZ,1374.6,2026-09-21T02:00,2026-09-21T04:58,2.97,2026-09-20T22:00,3175,19.01,1257,73.96,0.59161,6000,NO,SCHEDULED
AF0207,6E,IndiGo CarGo,Visakhapatnam,VTZ,Kolkata,CCU,763.8,2026-09-23T07:00,2026-09-23T08:58,1.98,2026-09-23T03:00,6804,40.74,3168,76.22,0.60977,6000,NO,SCHEDULED
AF0208,QP,Akasa Freight,Kolkata,CCU,Visakhapatnam,VTZ,763.8,2026-09-22T02:00,2026-09-22T03:58,1.98,2026-09-21T22:00,6804,40.74,5662,85.65,0.57823,6000,NO,SCHEDULED
AF0209,BDQ,BlueDart Aviation,Kolkata,CCU,Visakhapatnam,VTZ,763.8,2026-09-24T22:00,2026-09-24T23:58,1.98,2026-09-24T18:00,3175,19.01,945,70.59,0.57208,6000,NO,SCHEDULED
AF0210,AI,Air India Cargo,Visakhapatnam,VTZ,Mangaluru,IXE,1041.8,2026-09-18T14:00,2026-09-18T16:25,2.43,2026-09-18T10:00,4626,27.7,1925,48.9,0.6168,6000,NO,SCHEDULED
AF0211,BDQ,BlueDart Aviation,Mangaluru,IXE,Visakhapatnam,VTZ,1041.8,2026-09-19T08:00,2026-09-19T10:25,2.43,2026-09-19T04:00,1588,9.51,1153,57.03,0.55749,6000,NO,SCHEDULED
AF0212,BDQ,BlueDart Aviation,Visakhapatnam,VTZ,Tiruchirappalli,TRZ,907.9,2026-09-21T15:00,2026-09-21T17:12,2.21,2026-09-21T11:00,1588,9.51,432,95.47,0.59365,6000,YES,SCHEDULED
AF0213,6E,IndiGo CarGo,Visakhapatnam,VTZ,Tiruchirappalli,TRZ,907.9,2026-09-24T01:00,2026-09-24T03:12,2.21,2026-09-23T21:00,1588,9.51,1189,64.17,0.5822,6000,NO,SCHEDULED
AF0214,AI,Air India Cargo,Visakhapatnam,VTZ,Tiruchirappalli,TRZ,907.9,2026-09-20T17:00,2026-09-20T19:12,2.21,2026-09-20T13:00,6804,40.74,5100,73.94,0.58682,6000,NO,SCHEDULED
AF0215,BDQ,BlueDart Aviation,Tiruchirappalli,TRZ,Visakhapatnam,VTZ,907.9,2026-09-23T10:00,2026-09-23T12:12,2.21,2026-09-23T06:00,4626,27.7,2766,61.75,0.5754,6000,NO,SCHEDULED
AF0216,AI,Air India Cargo,Tiruchirappalli,TRZ,Visakhapatnam,VTZ,907.9,2026-09-23T19:00,2026-09-23T21:12,2.21,2026-09-23T15:00,3175,19.01,2658,70.73,0.58092,6000,YES,SCHEDULED
AF0217,BDQ,BlueDart Aviation,Tiruchirappalli,TRZ,Visakhapatnam,VTZ,907.9,2026-09-18T19:00,2026-09-18T21:12,2.21,2026-09-18T15:00,6804,40.74,4701,81.48,0.59106,6000,YES,SCHEDULED
AF0218,BDQ,BlueDart Aviation,Nagpur,NAG,Ahmedabad,AMD,703.1,2026-09-19T14:00,2026-09-19T15:53,1.88,2026-09-19T10:00,3175,19.01,1970,38.14,0.53942,6000,NO,SCHEDULED
AF0219,AI,Air India Cargo,Nagpur,NAG,Ahmedabad,AMD,703.1,2026-09-18T13:00,2026-09-18T14:53,1.88,2026-09-18T09:00,6804,40.74,4774,81.98,0.60548,6000,YES,SCHEDULED
AF0220,AI,Air India Cargo,Ahmedabad,AMD,Nagpur,NAG,703.1,2026-09-24T13:00,2026-09-24T14:53,1.88,2026-09-24T09:00,3175,19.01,2083,79.65,0.57326,6000,NO,SCHEDULED
AF0221,6E,IndiGo CarGo,Ahmedabad,AMD,Nagpur,NAG,703.1,2026-09-21T18:00,2026-09-21T19:53,1.88,2026-09-21T14:00,4626,27.7,1966,93.63,0.62633,6000,YES,SCHEDULED
AF0222,QP,Akasa Freight,Ahmedabad,AMD,Nagpur,NAG,703.1,2026-09-19T22:00,2026-09-19T23:53,1.88,2026-09-19T18:00,3175,19.01,2304,73.35,0.61805,6000,NO,SCHEDULED
AF0223,BDQ,BlueDart Aviation,Nagpur,NAG,Delhi,DEL,863.9,2026-09-23T12:00,2026-09-23T14:08,2.14,2026-09-23T08:00,4626,27.7,3686,44.36,0.6034,6000,NO,SCHEDULED
AF0224,BDQ,BlueDart Aviation,Nagpur,NAG,Delhi,DEL,863.9,2026-09-21T15:00,2026-09-21T17:08,2.14,2026-09-21T11:00,1588,9.51,550,86.58,0.63219,6000,NO,SCHEDULED
AF0225,BDQ,BlueDart Aviation,Nagpur,NAG,Delhi,DEL,863.9,2026-09-18T01:00,2026-09-18T03:08,2.14,2026-09-17T21:00,3175,19.01,1122,78.9,0.62411,6000,NO,SCHEDULED
AF0226,QP,Akasa Freight,Delhi,DEL,Nagpur,NAG,863.9,2026-09-23T04:00,2026-09-23T06:08,2.14,2026-09-23T00:00,1588,9.51,1286,69.56,0.60507,6000,NO,SCHEDULED
AF0227,AI,Air India Cargo,Delhi,DEL,Nagpur,NAG,863.9,2026-09-18T08:00,2026-09-18T10:08,2.14,2026-09-18T04:00,4626,27.7,2555,95.86,0.64444,6000,YES,SCHEDULED
AF0228,AI,Air India Cargo,Delhi,DEL,Nagpur,NAG,863.9,2026-09-21T20:00,2026-09-21T22:08,2.14,2026-09-21T16:00,4626,27.7,2159,68.12,0.6359,6000,YES,SCHEDULED
AF0229,BDQ,BlueDart Aviation,Nagpur,NAG,Kolkata,CCU,970.1,2026-09-21T12:00,2026-09-21T14:18,2.31,2026-09-21T08:00,6804,40.74,4370,67.83,0.63725,6000,NO,SCHEDULED
AF0230,6E,IndiGo CarGo,Nagpur,NAG,Kolkata,CCU,970.1,2026-09-24T20:00,2026-09-24T22:18,2.31,2026-09-24T16:00,1588,9.51,1370,85.11,0.6289,6000,NO,SCHEDULED
AF0231,BDQ,BlueDart Aviation,Kolkata,CCU,Nagpur,NAG,970.1,2026-09-19T07:00,2026-09-19T09:18,2.31,2026-09-19T03:00,1588,9.51,537,55.81,0.57392,6000,NO,SCHEDULED
AF0232,BDQ,BlueDart Aviation,Kolkata,CCU,Nagpur,NAG,970.1,2026-09-22T09:00,2026-09-22T11:18,2.31,2026-09-22T05:00,1588,9.51,653,81.23,0.63538,6000,YES,SCHEDULED
AF0233,QP,Akasa Freight,Nagpur,NAG,Mangaluru,IXE,1019.7,2026-09-23T14:00,2026-09-23T16:23,2.39,2026-09-23T10:00,3175,19.01,2238,91.08,0.56721,6000,NO,SCHEDULED
AF0234,6E,IndiGo CarGo,Nagpur,NAG,Mangaluru,IXE,1019.7,2026-09-21T17:00,2026-09-21T19:23,2.39,2026-09-21T13:00,6804,40.74,2955,84.63,0.57159,6000,YES,SCHEDULED
AF0235,AI,Air India Cargo,Nagpur,NAG,Mangaluru,IXE,1019.7,2026-09-18T06:00,2026-09-18T08:23,2.39,2026-09-18T02:00,1588,9.51,1395,88.43,0.59815,6000,YES,SCHEDULED
AF0236,AI,Air India Cargo,Mangaluru,IXE,Nagpur,NAG,1019.7,2026-09-22T07:00,2026-09-22T09:23,2.39,2026-09-22T03:00,3175,19.01,1796,50.76,0.5805,6000,NO,SCHEDULED
AF0237,QP,Akasa Freight,Nagpur,NAG,Tiruchirappalli,TRZ,1152.2,2026-09-19T06:00,2026-09-19T08:36,2.61,2026-09-19T02:00,1588,9.51,596,51.1,0.61369,6000,NO,SCHEDULED
AF0238,QP,Akasa Freight,Tiruchirappalli,TRZ,Nagpur,NAG,1152.2,2026-09-18T20:00,2026-09-18T22:36,2.61,2026-09-18T16:00,6804,40.74,4678,59.2,0.61269,6000,NO,SCHEDULED
AF0239,QP,Akasa Freight,Tiruchirappalli,TRZ,Nagpur,NAG,1152.2,2026-09-19T22:00,2026-09-20T00:36,2.61,2026-09-19T18:00,4626,27.7,1965,64.15,0.57799,6000,NO,SCHEDULED
AF0240,AI,Air India Cargo,Ahmedabad,AMD,Delhi,DEL,777.4,2026-09-21T18:00,2026-09-21T20:00,2.0,2026-09-21T14:00,6804,40.74,4583,75.28,0.58278,6000,NO,SCHEDULED
AF0241,BDQ,BlueDart Aviation,Ahmedabad,AMD,Delhi,DEL,777.4,2026-09-24T12:00,2026-09-24T14:00,2.0,2026-09-24T08:00,4626,27.7,2367,72.16,0.56738,6000,YES,SCHEDULED
AF0242,6E,IndiGo CarGo,Delhi,DEL,Ahmedabad,AMD,777.4,2026-09-19T18:00,2026-09-19T20:00,2.0,2026-09-19T14:00,4626,27.7,1962,39.75,0.61975,6000,NO,SCHEDULED
