Parcel_ID,Origin_Node,Destination_Node,Product_ID,Quantity,Gross_Weight_kg,Volume_m3,Chargeable_Weight_Air_kg,Chargeable_Weight_Road_kg,Parcel_Type,Fragility,Hazmat_Class,Declared_Value_INR,Ready_At,Deadline_At,Service_Level,Status
PCL0163,S009,C005,P002,374,1009.8,1.96051,1009.8,1009.8,General,Standard,NONE,202718.28,2026-09-25T08:00,2026-09-30T08:00,Economy,BOOKED
PCL0164,S013,C021,P010,68,4.76,0.02618,4.76,8.73,Fragile,Fragile,NONE,22858.01,2026-09-20T12:00,2026-09-21T12:00,Standard,BOOKED
PCL0165,S013,C018,P010,163,11.41,0.06275,11.41,20.92,Fragile,Fragile,NONE,135443.05,2026-09-30T05:00,2026-10-05T05:00,Standard,BOOKED
PCL0166,S001,C010,P010,353,24.71,0.1359,24.71,45.3,Fragile,Fragile,NONE,153977.73,2026-09-23T21:00,2026-09-24T21:00,Standard,BOOKED
PCL0167,S007,C001,P002,17,45.9,0.08911,45.9,45.9,General,Standard,NONE,5138.2,2026-09-23T20:00,2026-09-25T20:00,Standard,BOOKED
PCL0168,S011,C014,P012,281,196.7,1.00289,196.7,334.3,Fragile,Fragile,NONE,237042.7,2026-09-29T18:00,2026-10-01T18:00,Economy,BOOKED
PCL0169,S003,C001,P012,259,181.3,0.92437,181.3,308.12,Fragile,Fragile,NONE,156188.28,2026-10-02T04:00,2026-10-04T04:00,Economy,BOOKED
PCL0170,S003,C009,P012,125,87.5,0.44612,87.5,148.71,Fragile,Fragile,NONE,12709.38,2026-09-26T19:00,2026-10-03T19:00,Economy,BOOKED
PCL0171,S008,C015,P001,153,1361.7,3.25125,1361.7,1361.7,General,Standard,NONE,82112.65,2026-09-19T17:00,2026-09-26T17:00,Standard,BOOKED
PCL0172,S009,C007,P007,82,4.1,0.02386,4.1,7.95,Fragile,Fragile,NONE,63292.7,2026-09-18T13:00,2026-09-23T13:00,Standard,BOOKED
PCL0173,S008,C020,P014,354,743.4,2.97218,743.4,990.73,Fragile,Fragile,NONE,308912.56,2026-09-19T11:00,2026-09-22T11:00,Economy,BOOKED
PCL0174,S006,C015,P007,406,20.3,0.11815,20.3,39.38,Fragile,Fragile,NONE,363665.56,2026-09-18T22:00,2026-09-26T22:00,Economy,BOOKED
PCL0175,S001,C020,P011,339,610.2,2.70217,610.2,900.72,Fragile,Fragile,NONE,166076.47,2026-09-27T10:00,2026-10-01T10:00,Standard,BOOKED
PCL0176,S002,C014,P013,21,50.4,0.18738,50.4,62.46,Fragile,Fragile,NONE,10069.12,2026-09-23T06:00,2026-10-01T06:00,Standard,BOOKED
PCL0177,W02,C010,P015,224,313.6,1.30861,313.6,436.2,Fragile,Fragile,NONE,124840.54,2026-09-23T18:00,2026-09-25T18:00,Standard,BOOKED
PCL0178,S002,C010,P006,120,3.6,0.02436,4.06,8.12,Fragile,Fragile,NONE,74624.4,2026-09-23T17:00,2026-09-26T17:00,Standard,BOOKED
PCL0179,S002,C011,P001,40,356.0,0.85,356.0,356.0,General,Standard,NONE,28700.06,2026-09-25T11:00,2026-10-01T11:00,Express,BOOKED
PCL0180,W01,C008,P012,150,105.0,0.53535,105.0,178.45,Fragile,Fragile,NONE,106936.48,2026-09-23T15:00,2026-09-29T15:00,Standard,BOOKED
PCL0181,S011,C019,P009,87,10.44,0.06368,10.61,21.23,Fragile,Fragile,NONE,19373.88,2026-09-26T04:00,2026-09-27T04:00,Economy,BOOKED
PCL0182,S007,C016,P009,207,24.84,0.15152,25.25,50.51,Fragile,Fragile,NONE,104746.54,2026-09-24T02:00,2026-10-01T02:00,Express,BOOKED
PCL0183,W01,C013,P006,118,3.54,0.02395,3.99,7.98,Fragile,Fragile,NONE,110129.36,2026-09-29T06:00,2026-10-05T06:00,Standard,BOOKED
PCL0184,S013,C007,P007,320,16.0,0.09312,16.0,31.04,Fragile,Fragile,NONE,115555.21,2026-09-20T17:00,2026-09-21T17:00,Standard,BOOKED
PCL0185,W01,C016,P002,170,459.0,0.89114,459.0,459.0,General,Standard,NONE,37865.18,2026-09-21T01:00,2026-09-22T01:00,Express,BOOKED
PCL0186,W05,C023,P002,157,423.9,0.82299,423.9,423.9,General,Standard,NONE,78978.08,2026-09-27T15:00,2026-10-01T15:00,Standard,BOOKED
PCL0187,S015,C001,P001,159,1415.1,3.37875,1415.1,1415.1,General,Standard,NONE,135191.55,2026-09-26T05:00,2026-10-02T05:00,Standard,BOOKED
PCL0188,S012,C015,P010,316,22.12,0.12166,22.12,40.55,Fragile,Fragile,NONE,90292.05,2026-09-25T07:00,2026-10-02T07:00,Standard,BOOKED
PCL0189,S006,C002,P015,384,537.6,2.24333,537.6,747.78,Fragile,Fragile,NONE,245691.17,2026-09-20T15:00,2026-09-23T15:00,Express,BOOKED
PCL0190,S011,C024,P015,306,428.4,1.78765,428.4,595.88,Fragile,Fragile,NONE,220578.39,2026-09-28T06:00,2026-09-30T06:00,Standard,BOOKED
PCL0191,S013,C006,P006,331,9.93,0.06719,11.2,22.4,Fragile,Fragile,NONE,144117.44,2026-09-19T11:00,2026-09-24T11:00,Express,BOOKED
PCL0192,W02,C009,P004,148,26.64,0.14711,26.64,49.04,Fragile,Fragile,NONE,104803.11,2026-10-02T10:00,2026-10-06T10:00,Economy,BOOKED
PCL0193,W01,C006,P007,15,0.75,0.00437,0.75,1.46,Fragile,Fragile,NONE,5276.3,2026-09-23T02:00,2026-09-28T02:00,Economy,BOOKED
PCL0194,W02,C022,P004,142,25.56,0.14115,25.56,47.05,Fragile,Fragile,NONE,17704.88,2026-09-21T09:00,2026-09-22T09:00,Standard,BOOKED
PCL0195,S006,C013,P005,131,2.62,0.01467,2.62,4.89,Fragile,Fragile,NONE,11213.31,2026-09-23T08:00,2026-09-27T08:00,Standard,BOOKED
PCL0196,S008,C014,P010,222,15.54,0.08547,15.54,28.49,Fragile,Fragile,NONE,100885.65,2026-09-27T23:00,2026-09-28T23:00,Economy,BOOKED
PCL0197,W04,C001,P006,179,5.37,0.03634,6.06,12.11,Fragile,Fragile,NONE,62991.03,2026-09-25T10:00,2026-10-01T10:00,Economy,BOOKED
PCL0198,W03,C016,P011,406,730.8,3.23623,730.8,1078.74,Fragile,Fragile,NONE,169269.26,2026-09-19T05:00,2026-09-20T05:00,Express,BOOKED
PCL0199,W03,C011,P013,308,739.2,2.74828,739.2,916.09,Fragile,Fragile,NONE,89980.95,2026-10-01T21:00,2026-10-08T21:00,Standard,BOOKED
PCL0200,S010,C008,P010,120,8.4,0.0462,8.4,15.4,Fragile,Fragile,NONE,12552.94,2026-09-27T03:00,2026-10-04T03:00,Economy,BOOKED
PCL0201,W02,C023,P004,47,8.46,0.04672,8.46,15.57,Fragile,Fragile,NONE,2723.53,2026-09-20T02:00,2026-09-27T02:00,Express,BOOKED
PCL0202,W01,C013,P010,175,12.25,0.06737,12.25,22.46,Fragile,Fragile,NONE,121722.6,2026-09-23T10:00,2026-09-30T10:00,Standard,BOOKED
PCL0203,S006,C018,P005,273,5.46,0.03058,5.46,10.19,Fragile,Fragile,NONE,218645.75,2026-09-29T21:00,2026-10-06T21:00,Standard,BOOKED
PCL0204,S005,C015,P015,186,260.4,1.08661,260.4,362.2,Fragile,Fragile,NONE,124299.24,2026-09-28T22:00,2026-10-02T22:00,Standard,BOOKED
PCL0205,W04,C009,P012,341,238.7,1.21703,238.7,405.68,Fragile,Fragile,NONE,223697.73,2026-09-30T21:00,2026-10-01T21:00,Standard,BOOKED
PCL0206,S004,C019,P005,256,5.12,0.02867,5.12,9.56,Fragile,Fragile,NONE,112081.0,2026-09-28T23:00,2026-10-02T23:00,Economy,BOOKED
PCL0207,S007,C007,P008,97,7.76,0.03861,7.76,12.87,Fragile,Fragile,NONE,87091.27,2026-09-20T17:00,2026-09-21T17:00,Express,BOOKED
PCL0208,S009,C018,P005,295,5.9,0.03304,5.9,11.01,Fragile,Fragile,NONE,171571.88,2026-09-21T18:00,2026-09-24T18:00,Standard,BOOKED
PCL0209,S001,C022,P011,24,43.2,0.1913,43.2,63.77,Fragile,Fragile,NONE,13724.26,2026-09-28T08:00,2026-10-04T08:00,Economy,BOOKED
PCL0210,W04,C012,P002,113,305.1,0.59235,305.1,305.1,General,Standard,NONE,63042.26,2026-09-28T08:00,2026-10-01T08:00,Standard,BOOKED
PCL0211,W03,C018,P009,325,39.0,0.2379,39.65,79.3,Fragile,Fragile,NONE,231682.73,2026-09-29T07:00,2026-10-07T07:00,Express,BOOKED
PCL0212,S015,C024,P011,413,743.4,3.29202,743.4,1097.34,Fragile,Fragile,NONE,64611.85,2026-09-26T18:00,2026-10-04T18:00,Standard,BOOKED
PCL0213,S006,C007,P010,18,1.26,0.00693,1.26,2.31,Fragile,Fragile,NONE,10067.13,2026-09-25T02:00,2026-09-27T02:00,Express,BOOKED
PCL0214,S007,C005,P006,125,3.75,0.02538,4.23,8.46,Fragile,Fragile,NONE,72990.48,2026-09-23T09:00,2026-09-27T09:00,Economy,BOOKED
PCL0215,S005,C013,P006,391,11.73,0.07937,13.23,26.46,Fragile,Fragile,NONE,80913.26,2026-09-26T08:00,2026-10-01T08:00,Standard,BOOKED
PCL0216,W03,C009,P009,310,37.2,0.22692,37.82,75.64,Fragile,Fragile,NONE,86052.95,2026-09-29T07:00,2026-10-06T07:00,Standard,BOOKED
PCL0217,S015,C020,P015,346,484.4,2.02133,484.4,673.78,Fragile,Fragile,NONE,79223.2,2026-09-18T17:00,2026-09-25T17:00,Standard,BOOKED
PCL0218,S001,C024,P012,264,184.8,0.94222,184.8,314.07,Fragile,Fragile,NONE,79615.52,2026-10-02T01:00,2026-10-06T01:00,Economy,BOOKED
PCL0219,S004,C015,P012,413,289.1,1.474,289.1,491.33,Fragile,Fragile,NONE,39647.25,2026-09-27T05:00,2026-09-28T05:00,Economy,BOOKED
PCL0220,S002,C007,P001,391,3479.9,8.30875,3479.9,3479.9,Heavy,Standard,NONE,349164.23,2026-09-20T03:00,2026-09-23T03:00,Standard,BOOKED
PCL0221,W03,C018,P008,68,5.44,0.02706,5.44,9.02,Fragile,Fragile,NONE,27944.27,2026-09-30T05:00,2026-10-08T05:00,Standard,BOOKED
PCL0222,S002,C022,P013,170,408.0,1.51691,408.0,505.64,Fragile,Fragile,NONE,102807.56,2026-09-28T20:00,2026-09-30T20:00,Express,BOOKED
PCL0223,W02,C020,P008,315,25.2,0.12537,25.2,41.79,Fragile,Fragile,NONE,30034.1,2026-09-24T18:00,2026-09-27T18:00,Standard,BOOKED
PCL0224,W04,C024,P001,228,2029.2,4.845,2029.2,2029.2,Heavy,Standard,NONE,11432.74,2026-09-19T09:00,2026-09-23T09:00,Economy,BOOKED
PCL0225,S011,C010,P011,346,622.8,2.75797,622.8,919.32,Fragile,Fragile,NONE,24396.46,2026-10-02T00:00,2026-10-07T00:00,Standard,BOOKED
PCL0226,S011,C024,P001,216,1922.4,4.59,1922.4,1922.4,General,Standard,NONE,77835.65,2026-10-02T07:00,2026-10-10T07:00,Economy,BOOKED
PCL0227,S006,C015,P008,93,7.44,0.03701,7.44,12.34,Fragile,Fragile,NONE,26016.07,2026-09-25T17:00,2026-10-01T17:00,Express,BOOKED
PCL0228,S013,C006,P010,341,23.87,0.13128,23.87,43.76,Fragile,Fragile,NONE,82274.7,2026-09-18T08:00,2026-09-22T08:00,Economy,BOOKED
PCL0229,S004,C003,P002,212,572.4,1.1113,572.4,572.4,General,Standard,NONE,155931.74,2026-09-27T04:00,2026-09-30T04:00,Express,BOOKED
PCL0230,S001,C005,P014,52,109.2,0.43659,109.2,145.53,Fragile,Fragile,NONE,6487.12,2026-09-27T16:00,2026-10-01T16:00,Express,BOOKED
PCL0231,S004,C010,P004,412,74.16,0.40953,74.16,136.51,Fragile,Fragile,NONE,144041.42,2026-10-01T23:00,2026-10-05T23:00,Economy,BOOKED
PCL0232,S007,C006,P008,411,32.88,0.16358,32.88,54.53,Fragile,Fragile,NONE,160351.0,2026-10-02T05:00,2026-10-10T05:00,Economy,BOOKED
PCL0233,S007,C021,P007,35,1.75,0.01019,1.75,3.4,Fragile,Fragile,NONE,6168.31,2026-09-23T18:00,2026-10-01T18:00,Standard,BOOKED
PCL0234,W03,C001,P009,188,22.56,0.13762,22.94,45.87,Fragile,Fragile,NONE,56508.29,2026-09-20T17:00,2026-09-22T17:00,Standard,BOOKED
PCL0235,W03,C018,P001,57,507.3,1.21125,507.3,507.3,General,Standard,NONE,53055.81,2026-09-29T19:00,2026-10-02T19:00,Standard,BOOKED
PCL0236,W01,C006,P007,43,2.15,0.01251,2.15,4.17,Fragile,Fragile,NONE,14140.53,2026-09-27T18:00,2026-10-01T18:00,Standard,BOOKED
PCL0237,W02,C006,P008,168,13.44,0.06686,13.44,22.29,Fragile,Fragile,NONE,163613.59,2026-09-24T21:00,2026-09-28T21:00,Express,BOOKED
PCL0238,S006,C021,P002,320,864.0,1.67744,864.0,864.0,General,Standard,NONE,252239.34,2026-09-29T19:00,2026-10-07T19:00,Standard,BOOKED
PCL0239,S004,C018,P004,308,55.44,0.30615,55.44,102.05,Fragile,Fragile,NONE,92065.4,2026-09-29T01:00,2026-09-30T01:00,Economy,BOOKED
PCL0240,S015,C014,P003,165,198.0,0.35211,198.0,198.0,Hazmat,Standard,UN3082,136545.52,2026-09-25T03:00,2026-09-29T03:00,Standard,BOOKED
PCL0241,S013,C012,P012,19,13.3,0.06781,13.3,22.6,Fragile,Fragile,NONE,6814.02,2026-09-22T01:00,2026-09-23T01:00,Economy,BOOKED
PCL0242,W02,C007,P004,352,63.36,0.34989,63.36,116.63,Fragile,Fragile,NONE,204064.49,2026-09-23T03:00,2026-09-30T03:00,Economy,BOOKED
PCL0243,W05,C016,P001,153,1361.7,3.25125,1361.7,1361.7,General,Standard,NONE,88167.36,2026-09-18T23:00,2026-09-20T23:00,Economy,BOOKED
PCL0244,S012,C015,P006,391,11.73,0.07937,13.23,26.46,Fragile,Fragile,NONE,265868.66,2026-10-01T21:00,2026-10-02T21:00,Express,BOOKED
PCL0245,S012,C010,P008,252,20.16,0.1003,20.16,33.43,Fragile,Fragile,NONE,173923.76,2026-10-01T00:00,2026-10-09T00:00,Standard,BOOKED
PCL0246,S013,C001,P004,321,57.78,0.31907,57.78,106.36,Fragile,Fragile,NONE,301232.36,2026-09-23T23:00,2026-09-28T23:00,Economy,BOOKED
PCL0247,W03,C008,P014,409,858.9,3.43396,858.9,1144.65,Fragile,Fragile,NONE,193873.9,2026-10-02T11:00,2026-10-09T11:00,Economy,BOOKED
PCL0248,S009,C016,P013,409,981.6,3.64951,981.6,1216.5,Fragile,Fragile,NONE,68297.75,2026-09-24T17:00,2026-10-02T17:00,Economy,BOOKED
PCL0249,S012,C004,P007,196,9.8,0.05704,9.8,19.01,Fragile,Fragile,NONE,51470.37,2026-09-27T22:00,2026-09-30T22:00,Economy,BOOKED
PCL0250,S007,C018,P011,254,457.2,2.02463,457.2,674.88,Fragile,Fragile,NONE,193221.09,2026-09-24T07:00,2026-09-28T07:00,Express,BOOKED
PCL0251,S003,C009,P002,238,642.6,1.2476,642.6,642.6,General,Standard,NONE,180679.05,2026-09-28T14:00,2026-10-01T14:00,Standard,BOOKED
PCL0252,S002,C018,P011,92,165.6,0.73333,165.6,244.44,Fragile,Fragile,NONE,90096.34,2026-09-26T05:00,2026-10-03T05:00,Express,BOOKED
PCL0253,S008,C021,P009,64,7.68,0.04685,7.81,15.62,Fragile,Fragile,NONE,59998.77,2026-09-28T21:00,2026-10-02T21:00,Economy,BOOKED
PCL0254,S008,C011,P003,416,499.2,0.88774,499.2,499.2,Hazmat,Standard,UN3082,240708.3,2026-09-26T15:00,2026-09-30T15:00,Express,BOOKED
PCL0255,S007,C018,P012,30,21.0,0.10707,21.0,35.69,Fragile,Fragile,NONE,6870.22,2026-09-24T05:00,2026-09-28T05:00,Economy,BOOKED
PCL0256,S006,C014,P009,78,9.36,0.0571,9.52,19.03,Fragile,Fragile,NONE,57146.03,2026-09-25T11:00,2026-09-27T11:00,Standard,BOOKED
PCL0257,S008,C003,P010,62,4.34,0.02387,4.34,7.96,Fragile,Fragile,NONE,59198.33,2026-09-18T09:00,2026-09-26T09:00,Economy,BOOKED
PCL0258,W02,C011,P014,190,399.0,1.59524,399.0,531.75,Fragile,Fragile,NONE,131117.85,2026-09-22T00:00,2026-09-25T00:00,Economy,BOOKED
PCL0259,W05,C007,P006,20,0.6,0.00406,0.68,1.35,Fragile,Fragile,NONE,6976.19,2026-09-24T00:00,2026-09-27T00:00,Standard,BOOKED
PCL0260,S010,C007,P003,150,180.0,0.3201,180.0,180.0,Hazmat,Standard,UN3082,84429.21,2026-09-25T19:00,2026-09-26T19:00,Standard,BOOKED
PCL0261,S013,C004,P008,132,10.56,0.05254,10.56,17.51,Fragile,Fragile,NONE,115032.6,2026-10-01T21:00,2026-10-04T21:00,Standard,BOOKED
PCL0262,S007,C009,P011,42,75.6,0.33478,75.6,111.59,Fragile,Fragile,NONE,2111.46,2026-09-23T15:00,2026-09-28T15:00,Standard,BOOKED
PCL0263,S013,C014,P015,419,586.6,2.4478,586.6,815.93,Fragile,Fragile,NONE,34732.07,2026-09-24T00:00,2026-10-02T00:00,Standard,BOOKED
PCL0264,W05,C019,P003,243,291.6,0.51856,291.6,291.6,Hazmat,Standard,UN3082,160604.63,2026-09-25T14:00,2026-10-03T14:00,Express,BOOKED
PCL0265,W04,C017,P010,365,25.55,0.14052,25.55,46.84,Fragile,Fragile,NONE,260638.22,2026-09-19T07:00,2026-09-27T07:00,Economy,BOOKED
PCL0266,S009,C005,P005,109,2.18,0.01221,2.18,4.07,Fragile,Fragile,NONE,58286.26,2026-09-21T08:00,2026-09-28T08:00,Standard,BOOKED
PCL0267,S015,C001,P003,297,356.4,0.6338,356.4,356.4,Hazmat,Standard,UN3082,102030.3,2026-09-19T19:00,2026-09-26T19:00,Express,BOOKED
PCL0268,S002,C006,P003,403,483.6,0.86,483.6,483.6,Hazmat,Standard,UN3082,92278.85,2026-09-22T15:00,2026-09-28T15:00,Standard,BOOKED
PCL0269,W05,C009,P006,247,7.41,0.05014,8.36,16.71,Fragile,Fragile,NONE,155679.87,2026-09-29T09:00,2026-10-06T09:00,Express,BOOKED
PCL0270,S003,C007,P008,400,32.0,0.1592,32.0,53.07,Fragile,Fragile,NONE,281141.63,2026-09-26T09:00,2026-10-02T09:00,Standard,BOOKED
PCL0271,S003,C022,P013,295,708.0,2.63228,708.0,877.43,Fragile,Fragile,NONE,67600.02,2026-10-02T07:00,2026-10-09T07:00,Standard,BOOKED
PCL0272,S011,C013,P012,260,182.0,0.92794,182.0,309.31,Fragile,Fragile,NONE,219164.25,2026-09-25T21:00,2026-09-28T21:00,Standard,BOOKED
PCL0273,S007,C011,P010,258,18.06,0.09933,18.06,33.11,Fragile,Fragile,NONE,230656.87,2026-09-19T00:00,2026-09-27T00:00,Economy,BOOKED
PCL0274,S010,C020,P011,318,572.4,2.53478,572.4,844.93,Fragile,Fragile,NONE,176855.62,2026-09-30T20:00,2026-10-02T20:00,Standard,BOOKED
PCL0275,W05,C008,P001,68,605.2,1.445,605.2,605.2,General,Standard,NONE,43046.07,2026-09-19T02:00,2026-09-22T02:00,Standard,BOOKED
PCL0276,S012,C023,P014,115,241.5,0.96554,241.5,321.85,Fragile,Fragile,NONE,7437.74,2026-09-30T12:00,2026-10-08T12:00,Standard,BOOKED
PCL0277,S002,C010,P004,101,18.18,0.10039,18.18,33.46,Fragile,Fragile,NONE,66565.62,2026-09-29T01:00,2026-10-04T01:00,Standard,BOOKED
PCL0278,S002,C003,P010,71,4.97,0.02733,4.97,9.11,Fragile,Fragile,NONE,13700.44,2026-09-28T12:00,2026-10-05T12:00,Express,BOOKED
PCL0279,S007,C020,P002,78,210.6,0.40888,210.6,210.6,General,Standard,NONE,12022.28,2026-10-01T06:00,2026-10-04T06:00,Economy,BOOKED
PCL0280,S005,C007,P009,82,9.84,0.06002,10.0,20.01,Fragile,Fragile,NONE,67244.14,2026-09-23T13:00,2026-09-30T13:00,Standard,BOOKED
PCL0281,S013,C017,P003,265,318.0,0.56551,318.0,318.0,Hazmat,Standard,UN3082,31557.08,2026-10-02T06:00,2026-10-07T06:00,Standard,BOOKED
PCL0282,W01,C016,P014,92,193.2,0.77243,193.2,257.48,Fragile,Fragile,NONE,79755.39,2026-09-24T19:00,2026-10-02T19:00,Standard,BOOKED
PCL0283,S001,C002,P008,337,26.96,0.13413,26.96,44.71,Fragile,Fragile,NONE,263166.86,2026-09-24T17:00,2026-10-01T17:00,Standard,BOOKED
PCL0284,S012,C007,P002,100,270.0,0.5242,270.0,270.0,General,Standard,NONE,42134.42,2026-09-23T19:00,2026-09-29T19:00,Economy,BOOKED
PCL0285,W02,C021,P010,247,17.29,0.09509,17.29,31.7,Fragile,Fragile,NONE,235323.95,2026-09-20T18:00,2026-09-21T18:00,Economy,BOOKED
PCL0286,S015,C001,P007,89,4.45,0.0259,4.45,8.63,Fragile,Fragile,NONE,36698.68,2026-09-19T00:00,2026-09-27T00:00,Standard,BOOKED
PCL0287,S004,C024,P014,230,483.0,1.93108,483.0,643.69,Fragile,Fragile,NONE,102554.39,2026-09-23T06:00,2026-09-25T06:00,Standard,BOOKED
PCL0288,S002,C022,P005,248,4.96,0.02778,4.96,9.26,Fragile,Fragile,NONE,94908.87,2026-09-21T07:00,2026-09-24T07:00,Standard,BOOKED
PCL0289,S004,C016,P010,391,27.37,0.15054,27.37,50.18,Fragile,Fragile,NONE,196092.57,2026-10-01T02:00,2026-10-02T02:00,Express,BOOKED
PCL0290,S010,C007,P002,58,156.6,0.30404,156.6,156.6,General,Standard,NONE,50219.98,2026-09-26T01:00,2026-09-28T01:00,Economy,BOOKED
PCL0291,S001,C009,P001,306,2723.4,6.5025,2723.4,2723.4,Heavy,Standard,NONE,150168.44,2026-09-25T22:00,2026-09-30T22:00,Economy,BOOKED
PCL0292,S013,C004,P004,38,6.84,0.03777,6.84,12.59,Fragile,Fragile,NONE,35568.19,2026-09-18T20:00,2026-09-24T20:00,Standard,BOOKED
PCL0293,W02,C018,P009,374,44.88,0.27377,45.63,91.26,Fragile,Fragile,NONE,66227.03,2026-09-23T18:00,2026-09-24T18:00,Standard,BOOKED
PCL0294,S015,C019,P005,242,4.84,0.0271,4.84,9.03,Fragile,Fragile,NONE,213879.04,2026-09-25T02:00,2026-09-28T02:00,Economy,BOOKED
PCL0295,W05,C005,P013,65,156.0,0.58,156.0,193.33,Fragile,Fragile,NONE,50544.08,2026-09-19T15:00,2026-09-23T15:00,Express,BOOKED
PCL0296,S001,C021,P014,211,443.1,1.77156,443.1,590.52,Fragile,Fragile,NONE,115286.23,2026-09-22T13:00,2026-09-23T13:00,Standard,BOOKED
PCL0297,S002,C002,P013,278,667.2,2.48059,667.2,826.86,Fragile,Fragile,NONE,261319.97,2026-09-20T09:00,2026-09-24T09:00,Standard,BOOKED
PCL0298,S013,C010,P007,230,11.5,0.06693,11.5,22.31,Fragile,Fragile,NONE,213571.57,2026-09-23T09:00,2026-09-25T09:00,Economy,BOOKED
PCL0299,S009,C014,P001,101,898.9,2.14625,898.9,898.9,General,Standard,NONE,16683.37,2026-09-29T12:00,2026-10-03T12:00,Economy,BOOKED
PCL0300,S005,C001,P001,383,3408.7,8.13875,3408.7,3408.7,Heavy,Standard,NONE,94618.1,2026-09-22T00:00,2026-09-24T00:00,Express,BOOKED
PCL0301,S010,C010,P012,401,280.7,1.43117,280.7,477.06,Fragile,Fragile,NONE,137804.39,2026-10-01T01:00,2026-10-06T01:00,Standard,BOOKED
PCL0302,S008,C007,P015,393,550.2,2.29591,550.2,765.3,Fragile,Fragile,NONE,135750.3,2026-09-25T22:00,2026-10-01T22:00,Standard,BOOKED
PCL0303,S001,C024,P008,340,27.2,0.13532,27.2,45.11,Fragile,Fragile,NONE,198285.23,2026-09-18T12:00,2026-09-26T12:00,Economy,BOOKED
PCL0304,S006,C018,P009,341,40.92,0.24961,41.6,83.2,Fragile,Fragile,NONE,45684.69,2026-09-29T04:00,2026-10-01T04:00,Standard,BOOKED
PCL0305,S009,C005,P009,159,19.08,0.11639,19.4,38.8,Fragile,Fragile,NONE,137628.58,2026-09-30T04:00,2026-10-06T04:00,Economy,BOOKED
PCL0306,S011,C005,P007,68,3.4,0.01979,3.4,6.6,Fragile,Fragile,NONE,21037.29,2026-09-19T19:00,2026-09-25T19:00,Standard,BOOKED
PCL0307,S014,C024,P008,208,16.64,0.08278,16.64,27.59,Fragile,Fragile,NONE,40772.79,2026-09-20T23:00,2026-09-23T23:00,Express,BOOKED
PCL0308,S012,C016,P009,392,47.04,0.28694,47.82,95.65,Fragile,Fragile,NONE,279882.49,2026-09-30T03:00,2026-10-06T03:00,Economy,BOOKED
PCL0309,W05,C003,P003,181,217.2,0.38625,217.2,217.2,Hazmat,Standard,UN3082,68689.25,2026-09-24T11:00,2026-09-25T11:00,Express,BOOKED
PCL0310,S015,C020,P004,166,29.88,0.165,29.88,55.0,Fragile,Fragile,NONE,118281.29,2026-09-30T19:00,2026-10-06T19:00,Economy,BOOKED
PCL0311,W01,C016,P003,311,373.2,0.66367,373.2,373.2,Hazmat,Standard,UN3082,121418.04,2026-09-27T14:00,2026-10-02T14:00,Standard,BOOKED
PCL0312,S013,C008,P008,227,18.16,0.09035,18.16,30.12,Fragile,Fragile,NONE,99016.09,2026-09-21T17:00,2026-09-22T17:00,Express,BOOKED
PCL0313,S011,C018,P010,122,8.54,0.04697,8.54,15.66,Fragile,Fragile,NONE,97544.62,2026-09-25T23:00,2026-10-02T23:00,Standard,BOOKED
PCL0314,S004,C014,P002,230,621.0,1.20566,621.0,621.0,General,Standard,NONE,18611.56,2026-09-25T03:00,2026-09-30T03:00,Express,BOOKED
PCL0315,S014,C006,P014,151,317.1,1.2678,317.1,422.6,Fragile,Fragile,NONE,32235.71,2026-09-18T09:00,2026-09-26T09:00,Standard,BOOKED
PCL0316,W05,C020,P012,145,101.5,0.5175,101.5,172.5,Fragile,Fragile,NONE,54447.36,2026-09-20T20:00,2026-09-27T20:00,Standard,BOOKED
PCL0317,S001,C012,P007,190,9.5,0.05529,9.5,18.43,Fragile,Fragile,NONE,57329.85,2026-09-25T17:00,2026-09-28T17:00,Express,BOOKED
PCL0318,S006,C022,P007,224,11.2,0.06518,11.2,21.73,Fragile,Fragile,NONE,125298.61,2026-09-25T10:00,2026-09-27T10:00,Economy,BOOKED
PCL0319,S008,C007,P012,29,20.3,0.1035,20.3,34.5,Fragile,Fragile,NONE,1835.1,2026-09-29T12:00,2026-10-03T12:00,Economy,BOOKED
PCL0320,S009,C024,P003,82,98.4,0.17499,98.4,98.4,Hazmat,Standard,UN3082,62130.19,2026-10-01T18:00,2026-10-02T18:00,Express,BOOKED
PCL0321,W04,C008,P002,283,764.1,1.48349,764.1,764.1,General,Standard,NONE,145640.25,2026-09-28T20:00,2026-10-03T20:00,Economy,BOOKED
PCL0322,S012,C018,P010,36,2.52,0.01386,2.52,4.62,Fragile,Fragile,NONE,7955.67,2026-09-25T10:00,2026-09-28T10:00,Standard,BOOKED
PCL0323,S008,C024,P007,268,13.4,0.07799,13.4,26.0,Fragile,Fragile,NONE,224620.89,2026-09-28T18:00,2026-10-04T18:00,Standard,BOOKED
PCL0324,S015,C014,P010,58,4.06,0.02233,4.06,7.44,Fragile,Fragile,NONE,5829.25,2026-09-26T21:00,2026-10-02T21:00,Standard,BOOKED
PCL0325,S001,C021,P011,328,590.4,2.61449,590.4,871.5,Fragile,Fragile,NONE,220982.92,2026-09-25T14:00,2026-10-03T14:00,Economy,BOOKED
PCL0326,S011,C009,P006,372,11.16,0.07552,12.59,25.17,Fragile,Fragile,NONE,177469.47,2026-09-19T04:00,2026-09-27T04:00,Economy,BOOKED
