Date,Node_ID,Node_Type,Product_ID,Opening_Inventory,Incoming_Quantity,Outgoing_Quantity,Closing_Inventory,Safety_Stock,Inventory_Risk
2026-06-28,W03,Warehouse,P003,748,28,5,771,110,LOW
2026-06-29,W03,Warehouse,P003,771,64,68,767,110,LOW
2026-06-30,W03,Warehouse,P003,767,94,60,801,110,LOW
2026-06-01,W03,Warehouse,P004,677,65,59,683,148,LOW
2026-06-02,W03,Warehouse,P004,683,65,44,704,148,LOW
2026-06-03,W03,Warehouse,P004,704,87,22,769,148,LOW
2026-06-04,W03,Warehouse,P004,769,39,68,740,148,LOW
2026-06-05,W03,Warehouse,P004,740,28,22,746,148,LOW
2026-06-06,W03,Warehouse,P004,746,14,20,740,148,LOW
2026-06-07,W03,Warehouse,P004,740,54,65,729,148,LOW
2026-06-08,W03,Warehouse,P004,729,12,49,692,148,LOW
2026-06-09,W03,Warehouse,P004,692,65,61,696,148,LOW
2026-06-10,W03,Warehouse,P004,696,65,10,751,148,LOW
2026-06-11,W03,Warehouse,P004,751,45,71,725,148,LOW
2026-06-12,W03,Warehouse,P004,725,81,44,762,148,LOW
2026-06-13,W03,Warehouse,P004,762,91,50,803,148,LOW
2026-06-14,W03,Warehouse,P004,803,6,73,736,148,LOW
2026-06-15,W03,Warehouse,P004,736,15,27,724,148,LOW
2026-06-16,W03,Warehouse,P004,724,21,51,694,148,LOW
2026-06-17,W03,Warehouse,P004,694,2,44,652,148,LOW
2026-06-18,W03,Warehouse,P004,652,70,51,671,148,LOW
2026-06-19,W03,Warehouse,P004,671,25,60,636,148,LOW
2026-06-20,W03,Warehouse,P004,636,28,42,622,148,LOW
2026-06-21,W03,Warehouse,P004,622,39,4,657,148,LOW
2026-06-22,W03,Warehouse,P004,657,0,11,646,148,LOW
2026-06-23,W03,Warehouse,P004,646,74,61,659,148,LOW
2026-06-24,W03,Warehouse,P004,659,33,62,630,148,LOW
2026-06-25,W03,Warehouse,P004,630,3,60,573,148,LOW
2026-06-26,W03,Warehouse,P004,573,16,2,587,148,LOW
2026-06-27,W03,Warehouse,P004,587,55,22,620,148,LOW
2026-06-28,W03,Warehouse,P004,620,22,47,595,148,LOW
2026-06-29,W03,Warehouse,P004,595,24,44,575,148,LOW
2026-06-30,W03,Warehouse,P004,575,13,4,584,148,LOW
2026-06-01,W03,Warehouse,P005,171,6,10,167,37,LOW
2026-06-02,W03,Warehouse,P005,167,4,2,169,37,LOW
2026-06-03,W03,Warehouse,P005,169,15,7,177,37,LOW
2026-06-04,W03,Warehouse,P005,177,9,4,182,37,LOW
2026-06-05,W03,Warehouse,P005,182,0,0,182,37,LOW
2026-06-06,W03,Warehouse,P005,182,14,1,195,37,LOW
2026-06-07,W03,Warehouse,P005,195,5,17,183,37,LOW
2026-06-08,W03,Warehouse,P005,183,7,13,177,37,LOW
2026-06-09,W03,Warehouse,P005,177,7,15,169,37,LOW
2026-06-10,W03,Warehouse,P005,169,17,7,179,37,LOW
2026-06-11,W03,Warehouse,P005,179,15,7,187,37,LOW
2026-06-12,W03,Warehouse,P005,187,21,6,202,37,LOW
2026-06-13,W03,Warehouse,P005,202,20,12,210,37,LOW
2026-06-14,W03,Warehouse,P005,210,16,7,219,37,LOW
2026-06-15,W03,Warehouse,P005,219,22,15,226,37,LOW
2026-06-16,W03,Warehouse,P005,226,22,17,231,37,LOW
2026-06-17,W03,Warehouse,P005,231,4,20,215,37,LOW
2026-06-18,W03,Warehouse,P005,215,21,5,231,37,LOW
2026-06-19,W03,Warehouse,P005,231,27,12,246,37,LOW
2026-06-20,W03,Warehouse,P005,246,9,5,250,37,LOW
2026-06-21,W03,Warehouse,P005,250,11,0,261,37,LOW
2026-06-22,W03,Warehouse,P005,261,22,18,265,37,LOW
2026-06-23,W03,Warehouse,P005,265,22,14,273,37,LOW
2026-06-24,W03,Warehouse,P005,273,12,19,266,37,LOW
2026-06-25,W03,Warehouse,P005,266,28,2,292,37,LOW
2026-06-26,W03,Warehouse,P005,292,13,28,277,37,LOW
2026-06-27,W03,Warehouse,P005,277,29,26,280,37,LOW
2026-06-28,W03,Warehouse,P005,280,6,13,273,37,LOW
2026-06-29,W03,Warehouse,P005,273,4,23,254,37,LOW
2026-06-30,W03,Warehouse,P005,254,16,6,264,37,LOW
2026-06-01,W03,Warehouse,P006,643,7,47,603,141,LOW
2026-06-02,W03,Warehouse,P006,603,60,52,611,141,LOW
2026-06-03,W03,Warehouse,P006,611,73,49,635,141,LOW
2026-06-04,W03,Warehouse,P006,635,62,51,646,141,LOW
2026-06-05,W03,Warehouse,P006,646,79,29,696,141,LOW
2026-06-06,W03,Warehouse,P006,696,65,56,705,141,LOW
2026-06-07,W03,Warehouse,P006,705,10,48,667,141,LOW
2026-06-08,W03,Warehouse,P006,667,28,8,687,141,LOW
2026-06-09,W03,Warehouse,P006,687,14,7,694,141,LOW
2026-06-10,W03,Warehouse,P006,694,77,53,718,141,LOW
2026-06-11,W03,Warehouse,P006,718,9,44,683,141,LOW
2026-06-12,W03,Warehouse,P006,683,56,35,704,141,LOW
2026-06-13,W03,Warehouse,P006,704,53,63,694,141,LOW
2026-06-14,W03,Warehouse,P006,694,44,45,693,141,LOW
2026-06-15,W03,Warehouse,P006,693,49,27,715,141,LOW
2026-06-16,W03,Warehouse,P006,715,79,29,765,141,LOW
2026-06-17,W03,Warehouse,P006,765,75,45,795,141,LOW
2026-06-18,W03,Warehouse,P006,795,67,60,802,141,LOW
2026-06-19,W03,Warehouse,P006,802,73,45,830,141,LOW
2026-06-20,W03,Warehouse,P006,830,63,42,851,141,LOW
2026-06-21,W03,Warehouse,P006,851,35,61,825,141,LOW
2026-06-22,W03,Warehouse,P006,825,90,57,858,141,LOW
2026-06-23,W03,Warehouse,P006,858,82,70,870,141,LOW
2026-06-24,W03,Warehouse,P006,870,39,5,904,141,LOW
2026-06-25,W03,Warehouse,P006,904,38,67,875,141,LOW
2026-06-26,W03,Warehouse,P006,875,88,44,919,141,LOW
2026-06-27,W03,Warehouse,P006,919,88,6,1001,141,LOW
2026-06-28,W03,Warehouse,P006,1001,80,67,1014,141,LOW
2026-06-29,W03,Warehouse,P006,1014,63,72,1005,141,LOW
2026-06-30,W03,Warehouse,P006,1005,61,52,1014,141,LOW
2026-06-01,W03,Warehouse,P007,337,25,26,336,74,LOW
2026-06-02,W03,Warehouse,P007,336,10,9,337,74,LOW
2026-06-03,W03,Warehouse,P007,337,17,6,348,74,LOW
2026-06-04,W03,Warehouse,P007,348,14,11,351,74,LOW
2026-06-05,W03,Warehouse,P007,351,13,14,350,74,LOW
2026-06-06,W03,Warehouse,P007,350,21,24,347,74,LOW
2026-06-07,W03,Warehouse,P007,347,13,28,332,74,LOW
2026-06-08,W03,Warehouse,P007,332,19,23,328,74,LOW
2026-06-09,W03,Warehouse,P007,328,4,5,327,74,LOW
2026-06-10,W03,Warehouse,P007,327,18,11,334,74,LOW
2026-06-11,W03,Warehouse,P007,334,20,5,349,74,LOW
2026-06-12,W03,Warehouse,P007,349,20,23,346,74,LOW
2026-06-13,W03,Warehouse,P007,346,31,8,369,74,LOW
2026-06-14,W03,Warehouse,P007,369,15,18,366,74,LOW
2026-06-15,W03,Warehouse,P007,366,23,28,361,74,LOW
2026-06-16,W03,Warehouse,P007,361,17,24,354,74,LOW
2026-06-17,W03,Warehouse,P007,354,38,10,382,74,LOW
2026-06-18,W03,Warehouse,P007,382,38,12,408,74,LOW
2026-06-19,W03,Warehouse,P007,408,17,26,399,74,LOW
2026-06-20,W03,Warehouse,P007,399,30,21,408,74,LOW
2026-06-21,W03,Warehouse,P007,408,11,3,416,74,LOW
2026-06-22,W03,Warehouse,P007,416,47,35,428,74,LOW
2026-06-23,W03,Warehouse,P007,428,46,21,453,74,LOW
2026-06-24,W03,Warehouse,P007,453,49,21,481,74,LOW
2026-06-25,W03,Warehouse,P007,481,4,9,476,74,LOW
2026-06-26,W03,Warehouse,P007,476,16,17,475,74,LOW
2026-06-27,W03,Warehouse,P007,475,55,15,515,74,LOW
2026-06-28,W03,Warehouse,P007,515,39,13,541,74,LOW
2026-06-29,W03,Warehouse,P007,541,43,30,554,74,LOW
2026-06-30,W03,Warehouse,P007,554,10,25,539,74,LOW
2026-06-01,W03,Warehouse,P008,602,7,53,556,132,LOW
2026-06-02,W03,Warehouse,P008,556,48,51,553,132,LOW
2026-06-03,W03,Warehouse,P008,553,60,12,601,132,LOW
2026-06-04,W03,Warehouse,P008,601,53,6,648,132,LOW
2026-06-05,W03,Warehouse,P008,648,77,50,675,132,LOW
2026-06-06,W03,Warehouse,P008,675,57,66,666,132,LOW
2026-06-07,W03,Warehouse,P008,666,70,56,680,132,LOW
2026-06-08,W03,Warehouse,P008,680,8,1,687,132,LOW
2026-06-09,W03,Warehouse,P008,687,81,17,751,132,LOW
2026-06-10,W03,Warehouse,P008,751,39,3,787,132,LOW
2026-06-11,W03,Warehouse,P008,787,61,64,784,132,LOW
2026-06-12,W03,Warehouse,P008,784,82,45,821,132,LOW
2026-06-13,W03,Warehouse,P008,821,67,42,846,132,LOW
2026-06-14,W03,Warehouse,P008,846,46,46,846,132,LOW
2026-06-15,W03,Warehouse,P008,846,98,21,923,132,LOW
2026-06-16,W03,Warehouse,P008,923,54,55,922,132,LOW
2026-06-17,W03,Warehouse,P008,922,65,2,985,132,LOW
2026-06-18,W03,Warehouse,P008,985,35,63,957,132,LOW
2026-06-19,W03,Warehouse,P008,957,82,69,970,132,LOW
2026-06-20,W03,Warehouse,P008,970,119,65,1024,132,LOW
2026-06-21,W03,Warehouse,P008,1024,74,33,1065,132,LOW
2026-06-22,W03,Warehouse,P008,1065,49,87,1027,132,LOW
2026-06-23,W03,Warehouse,P008,1027,59,72,1014,132,LOW
2026-06-24,W03,Warehouse,P008,1014,15,12,1017,132,LOW
2026-06-25,W03,Warehouse,P008,1017,27,19,1025,132,LOW
2026-06-26,W03,Warehouse,P008,1025,77,64,1038,132,LOW
2026-06-27,W03,Warehouse,P008,1038,71,29,1080,132,LOW
2026-06-28,W03,Warehouse,P008,1080,77,12,1145,132,LOW
2026-06-29,W03,Warehouse,P008,1145,67,17,1195,132,LOW
2026-06-30,W03,Warehouse,P008,1195,11,19,1187,132,LOW
2026-06-01,W03,Warehouse,P009,272,3,12,263,59,LOW
2026-06-02,W03,Warehouse,P009,263,17,15,265,59,LOW
2026-06-03,W03,Warehouse,P009,265,14,4,275,59,LOW
2026-06-04,W03,Warehouse,P009,275,0,19,256,59,LOW
2026-06-05,W03,Warehouse,P009,256,31,7,280,59,LOW
2026-06-06,W03,Warehouse,P009,280,7,8,279,59,LOW
2026-06-07,W03,Warehouse,P009,279,7,6,280,59,LOW
2026-06-08,W03,Warehouse,P009,280,17,21,276,59,LOW
2026-06-09,W03,Warehouse,P009,276,24,25,275,59,LOW
2026-06-10,W03,Warehouse,P009,275,12,13,274,59,LOW
2026-06-11,W03,Warehouse,P009,274,12,1,285,59,LOW
2026-06-12,W03,Warehouse,P009,285,13,7,291,59,LOW
2026-06-13,W03,Warehouse,P009,291,17,4,304,59,LOW
2026-06-14,W03,Warehouse,P009,304,28,25,307,59,LOW
2026-06-15,W03,Warehouse,P009,307,36,2,341,59,LOW
2026-06-16,W03,Warehouse,P009,341,4,32,313,59,LOW
2026-06-17,W03,Warehouse,P009,313,33,18,328,59,LOW
2026-06-18,W03,Warehouse,P009,328,13,16,325,59,LOW
2026-06-19,W03,Warehouse,P009,325,21,27,319,59,LOW
2026-06-20,W03,Warehouse,P009,319,20,0,339,59,LOW
2026-06-21,W03,Warehouse,P009,339,29,25,343,59,LOW
2026-06-22,W03,Warehouse,P009,343,12,3,352,59,LOW
2026-06-23,W03,Warehouse,P009,352,6,29,329,59,LOW
2026-06-24,W03,Warehouse,P009,329,18,16,331,59,LOW
2026-06-25,W03,Warehouse,P009,331,39,2,368,59,LOW
2026-06-26,W03,Warehouse,P009,368,9,29,348,59,LOW
2026-06-27,W03,Warehouse,P009,348,23,0,371,59,LOW
2026-06-28,W03,Warehouse,P009,371,32,5,398,59,LOW
2026-06-29,W03,Warehouse,P009,398,38,31,405,59,LOW
2026-06-30,W03,Warehouse,P009,405,41,18,428,59,LOW
2026-06-01,W03,Warehouse,P010,240,8,21,227,52,LOW
2026-06-02,W03,Warehouse,P010,227,15,13,229,52,LOW
2026-06-03,W03,Warehouse,P010,229,3,13,219,52,LOW
2026-06-04,W03,Warehouse,P010,219,15,6,228,52,LOW
2026-06-05,W03,Warehouse,P010,228,21,2,247,52,LOW
2026-06-06,W03,Warehouse,P010,247,21,23,245,52,LOW
2026-06-07,W03,Warehouse,P010,245,17,2,260,52,LOW
2026-06-08,W03,Warehouse,P010,260,17,13,264,52,LOW
2026-06-09,W03,Warehouse,P010,264,18,7,275,52,LOW
2026-06-10,W03,Warehouse,P010,275,21,7,289,52,LOW
2026-06-11,W03,Warehouse,P010,289,20,16,293,52,LOW
2026-06-12,W03,Warehouse,P010,293,23,23,293,52,LOW
2026-06-13,W03,Warehouse,P010,293,31,22,302,52,LOW
2026-06-14,W03,Warehouse,P010,302,29,26,305,52,LOW
2026-06-15,W03,Warehouse,P010,305,9,8,306,52,LOW
2026-06-16,W03,Warehouse,P010,306,20,13,313,52,LOW
2026-06-17,W03,Warehouse,P010,313,27,0,340,52,LOW
2026-06-18,W03,Warehouse,P010,340,5,25,320,52,LOW
2026-06-19,W03,Warehouse,P010,320,32,9,343,52,LOW
2026-06-20,W03,Warehouse,P010,343,13,19,337,52,LOW
2026-06-21,W03,Warehouse,P010,337,20,5,352,52,LOW
2026-06-22,W03,Warehouse,P010,352,22,28,346,52,LOW
2026-06-23,W03,Warehouse,P010,346,31,27,350,52,LOW
2026-06-24,W03,Warehouse,P010,350,27,30,347,52,LOW
2026-06-25,W03,Warehouse,P010,347,10,1,356,52,LOW
2026-06-26,W03,Warehouse,P010,356,5,34,327,52,LOW
2026-06-27,W03,Warehouse,P010,327,25,7,345,52,LOW
2026-06-28,W03,Warehouse,P010,345,36,10,371,52,LOW
2026-06-29,W03,Warehouse,P010,371,27,9,389,52,LOW
2026-06-30,W03,Warehouse,P010,389,4,10,383,52,LOW
2026-06-01,W03,Warehouse,P011,197,5,10,192,43,LOW
2026-06-02,W03,Warehouse,P011,192,0,4,188,43,LOW
2026-06-03,W03,Warehouse,P011,188,13,7,194,43,LOW
2026-06-04,W03,Warehouse,P011,194,15,12,197,43,LOW
2026-06-05,W03,Warehouse,P011,197,23,15,205,43,LOW
2026-06-06,W03,Warehouse,P011,205,5,13,197,43,LOW
2026-06-07,W03,Warehouse,P011,197,15,11,201,43,LOW
2026-06-08,W03,Warehouse,P011,201,19,2,218,43,LOW
2026-06-09,W03,Warehouse,P011,218,10,17,211,43,LOW
2026-06-10,W03,Warehouse,P011,211,23,0,234,43,LOW
2026-06-11,W03,Warehouse,P011,234,13,6,241,43,LOW
2026-06-12,W03,Warehouse,P011,241,5,1,245,43,LOW
2026-06-13,W03,Warehouse,P011,245,16,16,245,43,LOW
2026-06-14,W03,Warehouse,P011,245,15,8,252,43,LOW
2026-06-15,W03,Warehouse,P011,252,23,16,259,43,LOW
2026-06-16,W03,Warehouse,P011,259,29,8,280,43,LOW
2026-06-17,W03,Warehouse,P011,280,8,12,276,43,LOW
2026-06-18,W03,Warehouse,P011,276,17,12,281,43,LOW
2026-06-19,W03,Warehouse,P011,281,29,1,309,43,LOW
2026-06-20,W03,Warehouse,P011,309,20,12,317,43,LOW
2026-06-21,W03,Warehouse,P011,317,8,19,306,43,LOW
2026-06-22,W03,Warehouse,P011,306,30,16,320,43,LOW
2026-06-23,W03,Warehouse,P011,320,3,2,321,43,LOW
2026-06-24,W03,Warehouse,P011,321,16,21,316,43,LOW
2026-06-25,W03,Warehouse,P011,316,12,9,319,43,LOW
2026-06-26,W03,Warehouse,P011,319,33,0,352,43,LOW
2026-06-27,W03,Warehouse,P011,352,3,5,350,43,LOW
2026-06-28,W03,Warehouse,P011,350,42,17,375,43,LOW
2026-06-29,W03,Warehouse,P011,375,7,11,371,43,LOW
2026-06-30,W03,Warehouse,P011,371,44,25,390,43,LOW
2026-06-01,W03,Warehouse,P012,201,5,4,202,44,LOW
2026-06-02,W03,Warehouse,P012,202,1,15,188,44,LOW
2026-06-03,W03,Warehouse,P012,188,3,5,186,44,LOW
2026-06-04,W03,Warehouse,P012,186,8,11,183,44,LOW
2026-06-05,W03,Warehouse,P012,183,13,14,182,44,LOW
2026-06-06,W03,Warehouse,P012,182,6,6,182,44,LOW
2026-06-07,W03,Warehouse,P012,182,8,0,190,44,LOW
2026-06-08,W03,Warehouse,P012,190,16,10,196,44,LOW
2026-06-09,W03,Warehouse,P012,196,11,18,189,44,LOW
2026-06-10,W03,Warehouse,P012,189,4,17,176,44,LOW
2026-06-11,W03,Warehouse,P012,176,14,3,187,44,LOW
2026-06-12,W03,Warehouse,P012,187,15,13,189,44,LOW
2026-06-13,W03,Warehouse,P012,189,8,6,191,44,LOW
2026-06-14,W03,Warehouse,P012,191,19,3,207,44,LOW
2026-06-15,W03,Warehouse,P012,207,0,13,194,44,LOW
2026-06-16,W03,Warehouse,P012,194,21,9,206,44,LOW
2026-06-17,W03,Warehouse,P012,206,3,10,199,44,LOW
2026-06-18,W03,Warehouse,P012,199,6,15,190,44,LOW
2026-06-19,W03,Warehouse,P012,190,14,6,198,44,LOW
2026-06-20,W03,Warehouse,P012,198,14,12,200,44,LOW
2026-06-21,W03,Warehouse,P012,200,16,7,209,44,LOW
2026-06-22,W03,Warehouse,P012,209,14,0,223,44,LOW
2026-06-23,W03,Warehouse,P012,223,10,8,225,44,LOW
2026-06-24,W03,Warehouse,P012,225,14,20,219,44,LOW
2026-06-25,W03,Warehouse,P012,219,25,10,234,44,LOW
2026-06-26,W03,Warehouse,P012,234,18,2,250,44,LOW
2026-06-27,W03,Warehouse,P012,250,14,17,247,44,LOW
2026-06-28,W03,Warehouse,P012,247,20,23,244,44,LOW
2026-06-29,W03,Warehouse,P012,244,13,21,236,44,LOW
2026-06-30,W03,Warehouse,P012,236,28,13,251,44,LOW
2026-06-01,W03,Warehouse,P013,236,2,8,230,51,LOW
2026-06-02,W03,Warehouse,P013,230,21,13,238,51,LOW
2026-06-03,W03,Warehouse,P013,238,27,18,247,51,LOW
2026-06-04,W03,Warehouse,P013,247,1,20,228,51,LOW
2026-06-05,W03,Warehouse,P013,228,10,18,220,51,LOW
2026-06-06,W03,Warehouse,P013,220,13,10,223,51,LOW
2026-06-07,W03,Warehouse,P013,223,1,2,222,51,LOW
2026-06-08,W03,Warehouse,P013,222,16,12,226,51,LOW
2026-06-09,W03,Warehouse,P013,226,15,3,238,51,LOW
2026-06-10,W03,Warehouse,P013,238,14,1,251,51,LOW
2026-06-11,W03,Warehouse,P013,251,4,12,243,51,LOW
2026-06-12,W03,Warehouse,P013,243,18,15,246,51,LOW
2026-06-13,W03,Warehouse,P013,246,29,20,255,51,LOW
2026-06-14,W03,Warehouse,P013,255,11,19,247,51,LOW
2026-06-15,W03,Warehouse,P013,247,2,20,229,51,LOW
2026-06-16,W03,Warehouse,P013,229,10,16,223,51,LOW
2026-06-17,W03,Warehouse,P013,223,26,15,234,51,LOW
2026-06-18,W03,Warehouse,P013,234,26,0,260,51,LOW
2026-06-19,W03,Warehouse,P013,260,5,16,249,51,LOW
2026-06-20,W03,Warehouse,P013,249,16,2,263,51,LOW
2026-06-21,W03,Warehouse,P013,263,22,1,284,51,LOW
2026-06-22,W03,Warehouse,P013,284,34,4,314,51,LOW
2026-06-23,W03,Warehouse,P013,314,17,25,306,51,LOW
2026-06-24,W03,Warehouse,P013,306,19,22,303,51,LOW
2026-06-25,W03,Warehouse,P013,303,26,28,301,51,LOW
2026-06-26,W03,Warehouse,P013,301,17,29,289,51,LOW
2026-06-27,W03,Warehouse,P013,289,18,25,282,51,LOW
2026-06-28,W03,Warehouse,P013,282,25,3,304,51,LOW
2026-06-29,W03,Warehouse,P013,304,24,26,302,51,LOW
2026-06-30,W03,Warehouse,P013,302,4,25,281,51,LOW
2026-06-01,W03,Warehouse,P014,175,2,14,163,38,LOW
2026-06-02,W03,Warehouse,P014,163,15,2,176,38,LOW
2026-06-03,W03,Warehouse,P014,176,15,1,190,38,LOW
2026-06-04,W03,Warehouse,P014,190,13,17,186,38,LOW
2026-06-05,W03,Warehouse,P014,186,4,3,187,38,LOW
2026-06-06,W03,Warehouse,P014,187,9,6,190,38,LOW
2026-06-07,W03,Warehouse,P014,190,1,8,183,38,LOW
2026-06-08,W03,Warehouse,P014,183,5,2,186,38,LOW
2026-06-09,W03,Warehouse,P014,186,6,0,192,38,LOW
2026-06-10,W03,Warehouse,P014,192,21,18,195,38,LOW
2026-06-11,W03,Warehouse,P014,195,8,16,187,38,LOW
2026-06-12,W03,Warehouse,P014,187,10,16,181,38,LOW
2026-06-13,W03,Warehouse,P014,181,3,5,179,38,LOW
2026-06-14,W03,Warehouse,P014,179,16,3,192,38,LOW
2026-06-15,W03,Warehouse,P014,192,19,8,203,38,LOW
2026-06-16,W03,Warehouse,P014,203,10,9,204,38,LOW
2026-06-17,W03,Warehouse,P014,204,19,0,223,38,LOW
2026-06-18,W03,Warehouse,P014,223,20,17,226,38,LOW
2026-06-19,W03,Warehouse,P014,226,22,21,227,38,LOW
2026-06-20,W03,Warehouse,P014,227,21,11,237,38,LOW
2026-06-21,W03,Warehouse,P014,237,13,8,242,38,LOW
2026-06-22,W03,Warehouse,P014,242,24,9,257,38,LOW
2026-06-23,W03,Warehouse,P014,257,18,2,273,38,LOW
2026-06-24,W03,Warehouse,P014,273,10,7,276,38,LOW
2026-06-25,W03,Warehouse,P014,276,14,13,277,38,LOW
2026-06-26,W03,Warehouse,P014,277,24,11,290,38,LOW
2026-06-27,W03,Warehouse,P014,290,5,15,280,38,LOW
2026-06-28,W03,Warehouse,P014,280,1,23,258,38,LOW
2026-06-29,W03,Warehouse,P014,258,24,5,277,38,LOW
2026-06-30,W03,Warehouse,P014,277,8,0,285,38,LOW
2026-06-01,W03,Warehouse,P015,133,5,0,138,29,LOW
2026-06-02,W03,Warehouse,P015,138,15,1,152,29,LOW
2026-06-03,W03,Warehouse,P015,152,12,8,156,29,LOW
2026-06-04,W03,Warehouse,P015,156,4,12,148,29,LOW
2026-06-05,W03,Warehouse,P015,148,1,12,137,29,LOW
2026-06-06,W03,Warehouse,P015,137,12,8,141,29,LOW
2026-06-07,W03,Warehouse,P015,141,14,5,150,29,LOW
2026-06-08,W03,Warehouse,P015,150,5,2,153,29,LOW
2026-06-09,W03,Warehouse,P015,153,17,6,164,29,LOW
2026-06-10,W03,Warehouse,P015,164,16,5,175,29,LOW
2026-06-11,W03,Warehouse,P015,175,20,14,181,29,LOW
2026-06-12,W03,Warehouse,P015,181,6,8,179,29,LOW
2026-06-13,W03,Warehouse,P015,179,17,3,193,29,LOW
2026-06-14,W03,Warehouse,P015,193,0,5,188,29,LOW
2026-06-15,W03,Warehouse,P015,188,13,2,199,29,LOW
2026-06-16,W03,Warehouse,P015,199,8,17,190,29,LOW
2026-06-17,W03,Warehouse,P015,190,1,0,191,29,LOW
2026-06-18,W03,Warehouse,P015,191,9,0,200,29,LOW
2026-06-19,W03,Warehouse,P015,200,0,3,197,29,LOW
2026-06-20,W03,Warehouse,P015,197,2,15,184,29,LOW
2026-06-21,W03,Warehouse,P015,184,2,9,177,29,LOW
2026-06-22,W03,Warehouse,P015,177,15,10,182,29,LOW
2026-06-23,W03,Warehouse,P015,182,14,6,190,29,LOW
2026-06-24,W03,Warehouse,P015,190,20,1,209,29,LOW
2026-06-25,W03,Warehouse,P015,209,2,17,194,29,LOW
2026-06-26,W03,Warehouse,P015,194,1,3,192,29,LOW
2026-06-27,W03,Warehouse,P015,192,4,0,196,29,LOW
2026-06-28,W03,Warehouse,P015,196,2,10,188,29,LOW
2026-06-29,W03,Warehouse,P015,188,15,1,202,29,LOW
2026-06-30,W03,Warehouse,P015,202,23,1,224,29,LOW
2026-06-01,W04,Warehouse,P001,276,23,21,278,60,LOW
2026-06-02,W04,Warehouse,P001,278,17,13,282,60,LOW
2026-06-03,W04,Warehouse,P001,282,3,6,279,60,LOW
2026-06-04,W04,Warehouse,P001,279,28,9,298,60,LOW
2026-06-05,W04,Warehouse,P001,298,1,21,278,60,LOW
2026-06-06,W04,Warehouse,P001,278,23,1,300,60,LOW
2026-06-07,W04,Warehouse,P001,300,1,3,298,60,LOW
2026-06-08,W04,Warehouse,P001,298,1,17,282,60,LOW
2026-06-09,W04,Warehouse,P001,282,4,16,270,60,LOW
2026-06-10,W04,Warehouse,P001,270,5,26,249,60,LOW
2026-06-11,W04,Warehouse,P001,249,22,8,263,60,LOW
2026-06-12,W04,Warehouse,P001,263,13,1,275,60,LOW
2026-06-13,W04,Warehouse,P001,275,1,14,262,60,LOW
2026-06-14,W04,Warehouse,P001,262,0,16,246,60,LOW
2026-06-15,W04,Warehouse,P001,246,11,3,254,60,LOW
2026-06-16,W04,Warehouse,P001,254,16,13,257,60,LOW
2026-06-17,W04,Warehouse,P001,257,23,4,276,60,LOW
2026-06-18,W04,Warehouse,P001,276,18,22,272,60,LOW
2026-06-19,W04,Warehouse,P001,272,9,22,259,60,LOW
2026-06-20,W04,Warehouse,P001,259,23,10,272,60,LOW
2026-06-21,W04,Warehouse,P001,272,30,26,276,60,LOW
2026-06-22,W04,Warehouse,P001,276,8,26,258,60,LOW
2026-06-23,W04,Warehouse,P001,258,0,3,255,60,LOW
2026-06-24,W04,Warehouse,P001,255,1,9,247,60,LOW
2026-06-25,W04,Warehouse,P001,247,28,14,261,60,LOW
2026-06-26,W04,Warehouse,P001,261,19,2,278,60,LOW
2026-06-27,W04,Warehouse,P001,278,17,10,285,60,LOW
2026-06-28,W04,Warehouse,P001,285,16,7,294,60,LOW
2026-06-29,W04,Warehouse,P001,294,7,27,274,60,LOW
2026-06-30,W04,Warehouse,P001,274,18,11,281,60,LOW
2026-06-01,W04,Warehouse,P002,341,3,25,319,75,LOW
2026-06-02,W04,Warehouse,P002,319,18,11,326,75,LOW
2026-06-03,W04,Warehouse,P002,326,26,4,348,75,LOW
2026-06-04,W04,Warehouse,P002,348,22,29,341,75,LOW
2026-06-05,W04,Warehouse,P002,341,19,0,360,75,LOW
2026-06-06,W04,Warehouse,P002,360,10,2,368,75,LOW
2026-06-07,W04,Warehouse,P002,368,23,13,378,75,LOW
2026-06-08,W04,Warehouse,P002,378,6,25,359,75,LOW
2026-06-09,W04,Warehouse,P002,359,7,11,355,75,LOW
2026-06-10,W04,Warehouse,P002,355,43,2,396,75,LOW
2026-06-11,W04,Warehouse,P002,396,12,12,396,75,LOW
2026-06-12,W04,Warehouse,P002,396,24,9,411,75,LOW
2026-06-13,W04,Warehouse,P002,411,49,0,460,75,LOW
2026-06-14,W04,Warehouse,P002,460,54,24,490,75,LOW
2026-06-15,W04,Warehouse,P002,490,2,5,487,75,LOW
2026-06-16,W04,Warehouse,P002,487,6,13,480,75,LOW
2026-06-17,W04,Warehouse,P002,480,19,30,469,75,LOW
2026-06-18,W04,Warehouse,P002,469,18,33,454,75,LOW
2026-06-19,W04,Warehouse,P002,454,16,11,459,75,LOW
2026-06-20,W04,Warehouse,P002,459,15,14,460,75,LOW
2026-06-21,W04,Warehouse,P002,460,47,11,496,75,LOW
2026-06-22,W04,Warehouse,P002,496,16,46,466,75,LOW
2026-06-23,W04,Warehouse,P002,466,37,8,495,75,LOW
2026-06-24,W04,Warehouse,P002,495,52,8,539,75,LOW
2026-06-25,W04,Warehouse,P002,539,10,23,526,75,LOW
2026-06-26,W04,Warehouse,P002,526,44,9,561,75,LOW
2026-06-27,W04,Warehouse,P002,561,52,8,605,75,LOW
2026-06-28,W04,Warehouse,P002,605,58,5,658,75,LOW
